"","X","city","season","status","status.test","concentration","species","region","city_new","BM","pop"
"23225",27744,"E-NJ","spring","3.post-observed","PM25_real",24.69,"PM25","E","E-NJ-obs","13.69","709.82"
"23226",27745,"E-NJ","spring","3.post-observed","PM25_real",31.74,"PM25","E","E-NJ-obs","13.69","709.82"
"23227",27746,"E-NJ","spring","3.post-observed","PM25_real",35.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23228",27747,"E-NJ","spring","3.post-observed","PM25_real",35.03,"PM25","E","E-NJ-obs","13.69","709.82"
"23229",27748,"E-NJ","spring","3.post-observed","PM25_real",43.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23230",27749,"E-NJ","summer","3.post-observed","PM25_real",39.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23231",27750,"E-NJ","summer","3.post-observed","PM25_real",40.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23232",27751,"E-NJ","summer","3.post-observed","PM25_real",41.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23233",27752,"E-NJ","summer","3.post-observed","PM25_real",23.28,"PM25","E","E-NJ-obs","13.69","709.82"
"23234",27753,"E-NJ","summer","3.post-observed","PM25_real",41.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23235",27754,"E-NJ","summer","3.post-observed","PM25_real",38.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23236",27755,"E-NJ","summer","3.post-observed","PM25_real",28.45,"PM25","E","E-NJ-obs","13.69","709.82"
"23237",27756,"E-NJ","summer","3.post-observed","PM25_real",23.75,"PM25","E","E-NJ-obs","13.69","709.82"
"23238",27757,"E-NJ","summer","3.post-observed","PM25_real",20.46,"PM25","E","E-NJ-obs","13.69","709.82"
"23239",27758,"E-NJ","summer","3.post-observed","PM25_real",18.11,"PM25","E","E-NJ-obs","13.69","709.82"
"23240",27759,"E-NJ","summer","3.post-observed","PM25_real",20.46,"PM25","E","E-NJ-obs","13.69","709.82"
"23241",27760,"E-NJ","summer","3.post-observed","PM25_real",16.23,"PM25","E","E-NJ-obs","13.69","709.82"
"23242",27761,"E-NJ","summer","3.post-observed","PM25_real",25.63,"PM25","E","E-NJ-obs","13.69","709.82"
"23243",27762,"E-NJ","summer","3.post-observed","PM25_real",24.22,"PM25","E","E-NJ-obs","13.69","709.82"
"23244",27763,"E-NJ","summer","3.post-observed","PM25_real",32.68,"PM25","E","E-NJ-obs","13.69","709.82"
"23245",27764,"E-NJ","summer","3.post-observed","PM25_real",34.56,"PM25","E","E-NJ-obs","13.69","709.82"
"23246",27765,"E-NJ","summer","3.post-observed","PM25_real",33.62,"PM25","E","E-NJ-obs","13.69","709.82"
"23247",27766,"E-NJ","summer","3.post-observed","PM25_real",7.68,"PM25","E","E-NJ-obs","13.69","709.82"
"23248",27767,"E-NJ","summer","3.post-observed","PM25_real",11.76,"PM25","E","E-NJ-obs","13.69","709.82"
"23249",27768,"E-NJ","summer","3.post-observed","PM25_real",17.17,"PM25","E","E-NJ-obs","13.69","709.82"
"23250",27769,"E-NJ","summer","3.post-observed","PM25_real",19.52,"PM25","E","E-NJ-obs","13.69","709.82"
"23251",27770,"E-NJ","summer","3.post-observed","PM25_real",38.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23252",27771,"E-NJ","summer","3.post-observed","PM25_real",20.93,"PM25","E","E-NJ-obs","13.69","709.82"
"23253",27772,"E-NJ","summer","3.post-observed","PM25_real",19.52,"PM25","E","E-NJ-obs","13.69","709.82"
"23254",27773,"E-NJ","summer","3.post-observed","PM25_real",41.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23255",27774,"E-NJ","summer","3.post-observed","PM25_real",21.4,"PM25","E","E-NJ-obs","13.69","709.82"
"23256",27775,"E-NJ","summer","3.post-observed","PM25_real",19.05,"PM25","E","E-NJ-obs","13.69","709.82"
"23257",27776,"E-NJ","summer","3.post-observed","PM25_real",17.17,"PM25","E","E-NJ-obs","13.69","709.82"
"23258",27777,"E-NJ","summer","3.post-observed","PM25_real",27.98,"PM25","E","E-NJ-obs","13.69","709.82"
"23259",27778,"E-NJ","summer","3.post-observed","PM25_real",53.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23260",27779,"E-NJ","summer","3.post-observed","PM25_real",36.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23261",27780,"E-NJ","summer","3.post-observed","PM25_real",13.41,"PM25","E","E-NJ-obs","13.69","709.82"
"23262",27781,"E-NJ","summer","3.post-observed","PM25_real",18.11,"PM25","E","E-NJ-obs","13.69","709.82"
"23263",27782,"E-NJ","summer","3.post-observed","PM25_real",10.56,"PM25","E","E-NJ-obs","13.69","709.82"
"23264",27783,"E-NJ","summer","3.post-observed","PM25_real",19.52,"PM25","E","E-NJ-obs","13.69","709.82"
"23265",27784,"E-NJ","summer","3.post-observed","PM25_real",44.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23266",27785,"E-NJ","summer","3.post-observed","PM25_real",27.98,"PM25","E","E-NJ-obs","13.69","709.82"
"23267",27786,"E-NJ","summer","3.post-observed","PM25_real",12.47,"PM25","E","E-NJ-obs","13.69","709.82"
"23268",27787,"E-NJ","summer","3.post-observed","PM25_real",22.81,"PM25","E","E-NJ-obs","13.69","709.82"
"23269",27788,"E-NJ","summer","3.post-observed","PM25_real",24.69,"PM25","E","E-NJ-obs","13.69","709.82"
"23270",27789,"E-NJ","summer","3.post-observed","PM25_real",13.41,"PM25","E","E-NJ-obs","13.69","709.82"
"23271",27790,"E-NJ","summer","3.post-observed","PM25_real",14.35,"PM25","E","E-NJ-obs","13.69","709.82"
"23272",27791,"E-NJ","summer","3.post-observed","PM25_real",47.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23273",27792,"E-NJ","summer","3.post-observed","PM25_real",33.15,"PM25","E","E-NJ-obs","13.69","709.82"
"23274",27793,"E-NJ","summer","3.post-observed","PM25_real",30.8,"PM25","E","E-NJ-obs","13.69","709.82"
"23275",27794,"E-NJ","summer","3.post-observed","PM25_real",27.51,"PM25","E","E-NJ-obs","13.69","709.82"
"23276",27795,"E-NJ","summer","3.post-observed","PM25_real",28.92,"PM25","E","E-NJ-obs","13.69","709.82"
"23277",27796,"E-NJ","summer","3.post-observed","PM25_real",9.6,"PM25","E","E-NJ-obs","13.69","709.82"
"23278",27797,"E-NJ","summer","3.post-observed","PM25_real",26.57,"PM25","E","E-NJ-obs","13.69","709.82"
"23279",27798,"E-NJ","summer","3.post-observed","PM25_real",14.35,"PM25","E","E-NJ-obs","13.69","709.82"
"23280",27799,"E-NJ","summer","3.post-observed","PM25_real",21.4,"PM25","E","E-NJ-obs","13.69","709.82"
"23281",27800,"E-NJ","summer","3.post-observed","PM25_real",19.99,"PM25","E","E-NJ-obs","13.69","709.82"
"23282",27801,"E-NJ","summer","3.post-observed","PM25_real",16.23,"PM25","E","E-NJ-obs","13.69","709.82"
"23283",27802,"E-NJ","summer","3.post-observed","PM25_real",9.36,"PM25","E","E-NJ-obs","13.69","709.82"
"23284",27803,"E-NJ","summer","3.post-observed","PM25_real",35.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23285",27804,"E-NJ","summer","3.post-observed","PM25_real",27.51,"PM25","E","E-NJ-obs","13.69","709.82"
"23286",27805,"E-NJ","summer","3.post-observed","PM25_real",39.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23287",27806,"E-NJ","summer","3.post-observed","PM25_real",12.47,"PM25","E","E-NJ-obs","13.69","709.82"
"23288",27807,"E-NJ","summer","3.post-observed","PM25_real",23.28,"PM25","E","E-NJ-obs","13.69","709.82"
"23289",27808,"E-NJ","summer","3.post-observed","PM25_real",37.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23290",27809,"E-NJ","summer","3.post-observed","PM25_real",34.56,"PM25","E","E-NJ-obs","13.69","709.82"
"23291",27810,"E-NJ","summer","3.post-observed","PM25_real",23.75,"PM25","E","E-NJ-obs","13.69","709.82"
"23292",27811,"E-NJ","summer","3.post-observed","PM25_real",18.11,"PM25","E","E-NJ-obs","13.69","709.82"
"23293",27812,"E-NJ","summer","3.post-observed","PM25_real",43.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23294",27813,"E-NJ","summer","3.post-observed","PM25_real",39.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23295",27814,"E-NJ","summer","3.post-observed","PM25_real",18.11,"PM25","E","E-NJ-obs","13.69","709.82"
"23296",27815,"E-NJ","summer","3.post-observed","PM25_real",21.4,"PM25","E","E-NJ-obs","13.69","709.82"
"23297",27816,"E-NJ","summer","3.post-observed","PM25_real",16.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23298",27817,"E-NJ","summer","3.post-observed","PM25_real",14.82,"PM25","E","E-NJ-obs","13.69","709.82"
"23299",27818,"E-NJ","summer","3.post-observed","PM25_real",10.08,"PM25","E","E-NJ-obs","13.69","709.82"
"23300",27819,"E-NJ","summer","3.post-observed","PM25_real",16.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23301",27820,"E-NJ","summer","3.post-observed","PM25_real",14.35,"PM25","E","E-NJ-obs","13.69","709.82"
"23302",27821,"E-NJ","summer","3.post-observed","PM25_real",12,"PM25","E","E-NJ-obs","13.69","709.82"
"23303",27822,"E-NJ","summer","3.post-observed","PM25_real",14.82,"PM25","E","E-NJ-obs","13.69","709.82"
"23304",27823,"E-NJ","summer","3.post-observed","PM25_real",17.64,"PM25","E","E-NJ-obs","13.69","709.82"
"23305",27824,"E-NJ","summer","3.post-observed","PM25_real",12,"PM25","E","E-NJ-obs","13.69","709.82"
"23306",27825,"E-NJ","summer","3.post-observed","PM25_real",14.35,"PM25","E","E-NJ-obs","13.69","709.82"
"23307",27826,"E-NJ","summer","3.post-observed","PM25_real",19.05,"PM25","E","E-NJ-obs","13.69","709.82"
"23308",27827,"E-NJ","summer","3.post-observed","PM25_real",8.4,"PM25","E","E-NJ-obs","13.69","709.82"
"23309",27828,"E-NJ","summer","3.post-observed","PM25_real",10.8,"PM25","E","E-NJ-obs","13.69","709.82"
"23310",27829,"E-NJ","summer","3.post-observed","PM25_real",15.76,"PM25","E","E-NJ-obs","13.69","709.82"
"23311",27830,"E-NJ","summer","3.post-observed","PM25_real",26.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23312",27831,"E-NJ","summer","3.post-observed","PM25_real",26.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23313",27832,"E-NJ","summer","3.post-observed","PM25_real",35.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23314",27833,"E-NJ","summer","3.post-observed","PM25_real",30.33,"PM25","E","E-NJ-obs","13.69","709.82"
"23315",27834,"E-NJ","summer","3.post-observed","PM25_real",19.99,"PM25","E","E-NJ-obs","13.69","709.82"
"23316",27835,"E-NJ","summer","3.post-observed","PM25_real",29.39,"PM25","E","E-NJ-obs","13.69","709.82"
"23317",27836,"E-NJ","summer","3.post-observed","PM25_real",41.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23318",27837,"E-NJ","summer","3.post-observed","PM25_real",34.56,"PM25","E","E-NJ-obs","13.69","709.82"
"23319",27838,"E-NJ","summer","3.post-observed","PM25_real",27.51,"PM25","E","E-NJ-obs","13.69","709.82"
"23320",27839,"E-NJ","summer","3.post-observed","PM25_real",28.92,"PM25","E","E-NJ-obs","13.69","709.82"
"23321",27840,"E-NJ","fall","3.post-observed","PM25_real",28.45,"PM25","E","E-NJ-obs","13.69","709.82"
"23322",27841,"E-NJ","fall","3.post-observed","PM25_real",9.36,"PM25","E","E-NJ-obs","13.69","709.82"
"23323",27842,"E-NJ","fall","3.post-observed","PM25_real",22.81,"PM25","E","E-NJ-obs","13.69","709.82"
"23324",27843,"E-NJ","fall","3.post-observed","PM25_real",25.16,"PM25","E","E-NJ-obs","13.69","709.82"
"23325",27844,"E-NJ","fall","3.post-observed","PM25_real",19.05,"PM25","E","E-NJ-obs","13.69","709.82"
"23326",27845,"E-NJ","fall","3.post-observed","PM25_real",19.99,"PM25","E","E-NJ-obs","13.69","709.82"
"23327",27846,"E-NJ","fall","3.post-observed","PM25_real",20.46,"PM25","E","E-NJ-obs","13.69","709.82"
"23328",27847,"E-NJ","fall","3.post-observed","PM25_real",19.05,"PM25","E","E-NJ-obs","13.69","709.82"
"23329",27848,"E-NJ","fall","3.post-observed","PM25_real",22.34,"PM25","E","E-NJ-obs","13.69","709.82"
"23330",27849,"E-NJ","fall","3.post-observed","PM25_real",27.98,"PM25","E","E-NJ-obs","13.69","709.82"
"23331",27850,"E-NJ","fall","3.post-observed","PM25_real",35.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23332",27851,"E-NJ","fall","3.post-observed","PM25_real",27.98,"PM25","E","E-NJ-obs","13.69","709.82"
"23333",27852,"E-NJ","fall","3.post-observed","PM25_real",30.33,"PM25","E","E-NJ-obs","13.69","709.82"
"23334",27853,"E-NJ","fall","3.post-observed","PM25_real",36.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23335",27854,"E-NJ","fall","3.post-observed","PM25_real",35.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23336",27855,"E-NJ","fall","3.post-observed","PM25_real",47.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23337",27856,"E-NJ","fall","3.post-observed","PM25_real",34.56,"PM25","E","E-NJ-obs","13.69","709.82"
"23338",27857,"E-NJ","fall","3.post-observed","PM25_real",18.11,"PM25","E","E-NJ-obs","13.69","709.82"
"23339",27858,"E-NJ","fall","3.post-observed","PM25_real",17.17,"PM25","E","E-NJ-obs","13.69","709.82"
"23340",27859,"E-NJ","fall","3.post-observed","PM25_real",21.4,"PM25","E","E-NJ-obs","13.69","709.82"
"23341",27860,"E-NJ","fall","3.post-observed","PM25_real",30.8,"PM25","E","E-NJ-obs","13.69","709.82"
"23342",27861,"E-NJ","fall","3.post-observed","PM25_real",20.93,"PM25","E","E-NJ-obs","13.69","709.82"
"23343",27862,"E-NJ","fall","3.post-observed","PM25_real",25.63,"PM25","E","E-NJ-obs","13.69","709.82"
"23344",27863,"E-NJ","fall","3.post-observed","PM25_real",23.28,"PM25","E","E-NJ-obs","13.69","709.82"
"23345",27864,"E-NJ","fall","3.post-observed","PM25_real",28.92,"PM25","E","E-NJ-obs","13.69","709.82"
"23346",27865,"E-NJ","fall","3.post-observed","PM25_real",38.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23347",27866,"E-NJ","fall","3.post-observed","PM25_real",29.39,"PM25","E","E-NJ-obs","13.69","709.82"
"23348",27867,"E-NJ","fall","3.post-observed","PM25_real",41.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23349",27868,"E-NJ","fall","3.post-observed","PM25_real",31.74,"PM25","E","E-NJ-obs","13.69","709.82"
"23350",27869,"E-NJ","fall","3.post-observed","PM25_real",22.81,"PM25","E","E-NJ-obs","13.69","709.82"
"23351",27870,"E-NJ","fall","3.post-observed","PM25_real",18.11,"PM25","E","E-NJ-obs","13.69","709.82"
"23352",27871,"E-NJ","fall","3.post-observed","PM25_real",21.4,"PM25","E","E-NJ-obs","13.69","709.82"
"23353",27872,"E-NJ","fall","3.post-observed","PM25_real",12.47,"PM25","E","E-NJ-obs","13.69","709.82"
"23354",27873,"E-NJ","fall","3.post-observed","PM25_real",21.87,"PM25","E","E-NJ-obs","13.69","709.82"
"23355",27874,"E-NJ","fall","3.post-observed","PM25_real",22.81,"PM25","E","E-NJ-obs","13.69","709.82"
"23356",27875,"E-NJ","fall","3.post-observed","PM25_real",26.57,"PM25","E","E-NJ-obs","13.69","709.82"
"23357",27876,"E-NJ","fall","3.post-observed","PM25_real",29.39,"PM25","E","E-NJ-obs","13.69","709.82"
"23358",27877,"E-NJ","fall","3.post-observed","PM25_real",34.56,"PM25","E","E-NJ-obs","13.69","709.82"
"23359",27878,"E-NJ","fall","3.post-observed","PM25_real",19.52,"PM25","E","E-NJ-obs","13.69","709.82"
"23360",27879,"E-NJ","fall","3.post-observed","PM25_real",19.52,"PM25","E","E-NJ-obs","13.69","709.82"
"23361",27880,"E-NJ","fall","3.post-observed","PM25_real",18.11,"PM25","E","E-NJ-obs","13.69","709.82"
"23362",27881,"E-NJ","fall","3.post-observed","PM25_real",14.82,"PM25","E","E-NJ-obs","13.69","709.82"
"23363",27882,"E-NJ","fall","3.post-observed","PM25_real",15.29,"PM25","E","E-NJ-obs","13.69","709.82"
"23364",27883,"E-NJ","fall","3.post-observed","PM25_real",19.52,"PM25","E","E-NJ-obs","13.69","709.82"
"23365",27884,"E-NJ","fall","3.post-observed","PM25_real",25.16,"PM25","E","E-NJ-obs","13.69","709.82"
"23366",27885,"E-NJ","fall","3.post-observed","PM25_real",28.92,"PM25","E","E-NJ-obs","13.69","709.82"
"23367",27886,"E-NJ","fall","3.post-observed","PM25_real",37.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23368",27887,"E-NJ","fall","3.post-observed","PM25_real",16.23,"PM25","E","E-NJ-obs","13.69","709.82"
"23369",27888,"E-NJ","fall","3.post-observed","PM25_real",15.29,"PM25","E","E-NJ-obs","13.69","709.82"
"23370",27889,"E-NJ","fall","3.post-observed","PM25_real",11.52,"PM25","E","E-NJ-obs","13.69","709.82"
"23371",27890,"E-NJ","fall","3.post-observed","PM25_real",31.74,"PM25","E","E-NJ-obs","13.69","709.82"
"23372",27891,"E-NJ","fall","3.post-observed","PM25_real",40.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23373",27892,"E-NJ","fall","3.post-observed","PM25_real",37.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23374",27893,"E-NJ","fall","3.post-observed","PM25_real",26.57,"PM25","E","E-NJ-obs","13.69","709.82"
"23375",27894,"E-NJ","fall","3.post-observed","PM25_real",44.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23376",27895,"E-NJ","fall","3.post-observed","PM25_real",42.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23377",27896,"E-NJ","fall","3.post-observed","PM25_real",26.57,"PM25","E","E-NJ-obs","13.69","709.82"
"23378",27897,"E-NJ","fall","3.post-observed","PM25_real",29.86,"PM25","E","E-NJ-obs","13.69","709.82"
"23379",27898,"E-NJ","fall","3.post-observed","PM25_real",38.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23380",27899,"E-NJ","fall","3.post-observed","PM25_real",50.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23381",27900,"E-NJ","fall","3.post-observed","PM25_real",45.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23382",27901,"E-NJ","fall","3.post-observed","PM25_real",33.15,"PM25","E","E-NJ-obs","13.69","709.82"
"23383",27902,"E-NJ","fall","3.post-observed","PM25_real",35.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23384",27903,"E-NJ","fall","3.post-observed","PM25_real",26.57,"PM25","E","E-NJ-obs","13.69","709.82"
"23385",27904,"E-NJ","fall","3.post-observed","PM25_real",20.46,"PM25","E","E-NJ-obs","13.69","709.82"
"23386",27905,"E-NJ","fall","3.post-observed","PM25_real",44.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23387",27906,"E-NJ","fall","3.post-observed","PM25_real",54.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23388",27907,"E-NJ","fall","3.post-observed","PM25_real",19.99,"PM25","E","E-NJ-obs","13.69","709.82"
"23389",27908,"E-NJ","fall","3.post-observed","PM25_real",14.35,"PM25","E","E-NJ-obs","13.69","709.82"
"23390",27909,"E-NJ","fall","3.post-observed","PM25_real",24.22,"PM25","E","E-NJ-obs","13.69","709.82"
"23391",27910,"E-NJ","fall","3.post-observed","PM25_real",24.69,"PM25","E","E-NJ-obs","13.69","709.82"
"23392",27911,"E-NJ","fall","3.post-observed","PM25_real",40.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23393",27912,"E-NJ","fall","3.post-observed","PM25_real",45.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23394",27913,"E-NJ","fall","3.post-observed","PM25_real",35.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23395",27914,"E-NJ","fall","3.post-observed","PM25_real",44.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23396",27915,"E-NJ","fall","3.post-observed","PM25_real",36.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23397",27916,"E-NJ","fall","3.post-observed","PM25_real",23.28,"PM25","E","E-NJ-obs","13.69","709.82"
"23398",27917,"E-NJ","fall","3.post-observed","PM25_real",33.15,"PM25","E","E-NJ-obs","13.69","709.82"
"23399",27918,"E-NJ","fall","3.post-observed","PM25_real",33.62,"PM25","E","E-NJ-obs","13.69","709.82"
"23400",27919,"E-NJ","fall","3.post-observed","PM25_real",43.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23401",27920,"E-NJ","fall","3.post-observed","PM25_real",40.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23402",27921,"E-NJ","fall","3.post-observed","PM25_real",38.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23403",27922,"E-NJ","fall","3.post-observed","PM25_real",22.81,"PM25","E","E-NJ-obs","13.69","709.82"
"23404",27923,"E-NJ","fall","3.post-observed","PM25_real",24.69,"PM25","E","E-NJ-obs","13.69","709.82"
"23405",27924,"E-NJ","fall","3.post-observed","PM25_real",34.56,"PM25","E","E-NJ-obs","13.69","709.82"
"23406",27925,"E-NJ","fall","3.post-observed","PM25_real",15.29,"PM25","E","E-NJ-obs","13.69","709.82"
"23407",27926,"E-NJ","fall","3.post-observed","PM25_real",25.16,"PM25","E","E-NJ-obs","13.69","709.82"
"23408",27927,"E-NJ","fall","3.post-observed","PM25_real",34.56,"PM25","E","E-NJ-obs","13.69","709.82"
"23409",27928,"E-NJ","fall","3.post-observed","PM25_real",27.98,"PM25","E","E-NJ-obs","13.69","709.82"
"23410",27929,"E-NJ","winter","3.post-observed","PM25_real",42.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23411",27930,"E-NJ","winter","3.post-observed","PM25_real",24.22,"PM25","E","E-NJ-obs","13.69","709.82"
"23412",27931,"E-NJ","winter","3.post-observed","PM25_real",23.75,"PM25","E","E-NJ-obs","13.69","709.82"
"23413",27932,"E-NJ","winter","3.post-observed","PM25_real",41.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23414",27933,"E-NJ","winter","3.post-observed","PM25_real",29.86,"PM25","E","E-NJ-obs","13.69","709.82"
"23415",27934,"E-NJ","winter","3.post-observed","PM25_real",48.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23416",27935,"E-NJ","winter","3.post-observed","PM25_real",49.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23417",27936,"E-NJ","winter","3.post-observed","PM25_real",39.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23418",27937,"E-NJ","winter","3.post-observed","PM25_real",72.6,"PM25","E","E-NJ-obs","13.69","709.82"
"23419",27938,"E-NJ","winter","3.post-observed","PM25_real",35.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23420",27939,"E-NJ","winter","3.post-observed","PM25_real",45.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23421",27940,"E-NJ","winter","3.post-observed","PM25_real",66.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23422",27941,"E-NJ","winter","3.post-observed","PM25_real",80.2,"PM25","E","E-NJ-obs","13.69","709.82"
"23423",27942,"E-NJ","winter","3.post-observed","PM25_real",65,"PM25","E","E-NJ-obs","13.69","709.82"
"23424",27943,"E-NJ","winter","3.post-observed","PM25_real",45.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23425",27944,"E-NJ","winter","3.post-observed","PM25_real",66.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23426",27945,"E-NJ","winter","3.post-observed","PM25_real",97.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23427",27946,"E-NJ","winter","3.post-observed","PM25_real",110.6,"PM25","E","E-NJ-obs","13.69","709.82"
"23428",27947,"E-NJ","winter","3.post-observed","PM25_real",23.75,"PM25","E","E-NJ-obs","13.69","709.82"
"23429",27948,"E-NJ","winter","3.post-observed","PM25_real",21.4,"PM25","E","E-NJ-obs","13.69","709.82"
"23430",27949,"E-NJ","winter","3.post-observed","PM25_real",44.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23431",27950,"E-NJ","winter","3.post-observed","PM25_real",47.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23432",27951,"E-NJ","winter","3.post-observed","PM25_real",72.6,"PM25","E","E-NJ-obs","13.69","709.82"
"23433",27952,"E-NJ","winter","3.post-observed","PM25_real",50.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23434",27953,"E-NJ","winter","3.post-observed","PM25_real",47.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23435",27954,"E-NJ","winter","3.post-observed","PM25_real",72.6,"PM25","E","E-NJ-obs","13.69","709.82"
"23436",27955,"E-NJ","winter","3.post-observed","PM25_real",68.8,"PM25","E","E-NJ-obs","13.69","709.82"
"23437",27956,"E-NJ","winter","3.post-observed","PM25_real",104.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23438",27957,"E-NJ","winter","3.post-observed","PM25_real",114.4,"PM25","E","E-NJ-obs","13.69","709.82"
"23439",27958,"E-NJ","winter","3.post-observed","PM25_real",80.2,"PM25","E","E-NJ-obs","13.69","709.82"
"23440",27959,"E-NJ","winter","3.post-observed","PM25_real",59.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23441",27960,"E-NJ","winter","3.post-observed","PM25_real",82.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23442",27961,"E-NJ","winter","3.post-observed","PM25_real",108.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23443",27962,"E-NJ","winter","3.post-observed","PM25_real",40.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23444",27963,"E-NJ","winter","3.post-observed","PM25_real",22.81,"PM25","E","E-NJ-obs","13.69","709.82"
"23445",27964,"E-NJ","winter","3.post-observed","PM25_real",23.28,"PM25","E","E-NJ-obs","13.69","709.82"
"23446",27965,"E-NJ","winter","3.post-observed","PM25_real",36.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23447",27966,"E-NJ","winter","3.post-observed","PM25_real",49.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23448",27967,"E-NJ","winter","3.post-observed","PM25_real",48.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23449",27968,"E-NJ","winter","3.post-observed","PM25_real",37.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23450",27969,"E-NJ","winter","3.post-observed","PM25_real",46.7,"PM25","E","E-NJ-obs","13.69","709.82"
"23451",27970,"E-NJ","winter","3.post-observed","PM25_real",39.1,"PM25","E","E-NJ-obs","13.69","709.82"
"23452",27971,"E-NJ","winter","3.post-observed","PM25_real",26.57,"PM25","E","E-NJ-obs","13.69","709.82"
"23453",27972,"E-NJ","winter","3.post-observed","PM25_real",20.46,"PM25","E","E-NJ-obs","13.69","709.82"
"23454",27973,"E-NJ","winter","3.post-observed","PM25_real",26.57,"PM25","E","E-NJ-obs","13.69","709.82"
"23455",27974,"E-NJ","winter","3.post-observed","PM25_real",38.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23456",27975,"E-NJ","winter","3.post-observed","PM25_real",41.9,"PM25","E","E-NJ-obs","13.69","709.82"
"23457",27976,"E-NJ","winter","3.post-observed","PM25_real",38.3,"PM25","E","E-NJ-obs","13.69","709.82"
"23458",27977,"E-NJ","winter","3.post-observed","PM25_real",39.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23459",27978,"E-NJ","winter","3.post-observed","PM25_real",49.5,"PM25","E","E-NJ-obs","13.69","709.82"
"23460",27979,"E-NJ","winter","3.post-observed","PM25_real",41.5,"PM25","E","E-NJ-obs","13.69","709.82"
